SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
508,CLYDE/GREAVES/O'SHEA,INT,CAS,-38.059893,145.33818
509,MONASH FWY/TINKS,INT,CAS,-38.001646,145.293147
510,NEPEAN HWY/AVONDALE AVE/STATION ST/THAMES PROMENADE,INT,KIN,-38.050609,145.11562
511,MOOROODUC HWY/GERTRUDE,INT,FRA,-38.148978,145.134752
512,MONASH FWY/BELGRAVE-HALLAM,INT,CAS,-37.998267,145.274906
513,BEACONSFIELD-BERWICK/B'FIELD-EMERALD,INT,CAR,-38.044131,145.366748
514,CRANBOURNE-FRANKSTON/UNION/PINDARA ,INT,FRA,-38.150712,145.195117
515,FRANKSTON-DANDENONG NR WILLOW,POS,DAN,-38.043847,145.209548
516,SEAFORD/WELLS,INT,FRA,-38.108934,145.13627
518,WEBB NR REBOUND,FLASH PX,CAS,-38.026699,145.303339
519,HEATHERTON/BELGRAVE-HALLAM,INT,CAS,-37.981542,145.310424
520,MOOROODUC/SAGES,INT,FRA,-38.195666,145.133709
521,BELGRAVE-HALLAM/FRAWLEY,INT,CAS,-38.001703,145.274189
522,CRANBOURNE-FRANKSTON/BROOKLAND GREENS,INT,CAS,-38.11837,145.251005
523,JOSEPHINE NR MONASH FWY,POS,CAS,-38.005301,145.2976
524,EASTBOURNE BTW SPRAY & NINTH,POS,MRP,-38.367826,144.904186
525,NEPEAN/FRANKSTON PIER ACCESS,INT,FRA,-38.14718,145.117874
527,POLICE/HANSWORTH,INT,DAN,-37.936987,145.187502
528,DAVEY-HASTINGS NR FRANKSTON HOSP ENT ,POS,FRA,-38.150233,145.129668
529,WESTERN PORT HWY/MORETON BAY,INT,CAS,-38.056439,145.243723
530,MONASH/PHE ,INT,CAS,-38.02818,145.321917
531,FRANKSTON-FLINDERS/MORNINGTON-TYABB,INT,MRP,-38.261288,145.189746
532,NARRE WARREN-CRANBOURNE/CENTRE,INT,CAS,-38.04403,145.303429
533,NARRE WARREN-CRANBOURNE/FULLARD,INT,CAS,-38.0313,145.306015
535,PHE/MANUKA/BYRN MAWR,INT,CAS,-38.039583,145.36031
537,CLYDE/MOONDARRA/MEADOWLANDS,INT,CAS,-38.068501,145.33651
538,BURWOOD HWY/STANLEY/FORTESCUE,POS,WTH,-37.855474,145.175184
541,DANDENONG-FRANKSTON/QUALITY/COJO,INT,DAN,-38.026934,145.212886
542,WELLS/ENTERPRIZE,INT,KIN,-38.033689,145.134204
543,NARRE WARREN NTH/OVERLAND/VICTOR,INT,CAS,-38.020769,145.308067
544,BLACKBURN NR MATTHEW,POS,MSH,-37.87381,145.148118
545,FRANKSTON FWY/SKYE,INT,FRA,-38.130904,145.135314
546,HEATHERDALE NR RAIL STATION ,POS,WTH,-37.818615,145.213403
547,PHE/RACECOURSE,INT,CAR,-38.070816,145.492854
548,THOMPSONS/ROSEBANK/SPRINGHILL ,INT,CAS,-38.083073,145.283213
549,MAROONDAH HWY/OLD MELBOURNE/BUNNING,INT,YRG,-37.765803,145.303199
550,EASTBOURNE RD/VILLAGE GLEN DR,INT,MRP,-38.367206,144.879111
551,MT DANDENONG/EASTFIELD,INT,MRH,-37.808157,145.251797
554,BONEO/MCCOMBE,INT,MRP,-38.360899,144.889682
555,NEPEAN/LONSDALE ,INT,MRP,-38.351215,144.921467
556,CLYDE/CRESTHAVEN,INT,CAS,-38.063089,145.33756
557,HALLAM NTH/BELGRAVE-HALLAM,INT,CAS,-37.990928,145.276441
558,HALLAM NTH/JAMES COOK,INT,CAS,-37.986283,145.277064
559,HALLAM / SOMERVILLE,INT,CAS,-38.031798,145.267939
561,STUD(SERVICE) NR COLEMAN,FLASH PX,KNO,-37.861465,145.239344
562,MOUNTAIN GATE NR ADELE,FLASH PX,KNO,-37.885925,145.269043
563,POINT NEPEAN/LYONS,INT,MRP,-38.370664,144.824722
564,CHELTENHAM/KENEALLY,INT,DAN,-37.991022,145.206447
565,PRINCES HIGHWAY EAST/WINDERMERE,INT,CAR,-38.065988,145.50681
566,PATRICK NORTHEAST NR MAGID,FLASH PX,CAS,-38.020117,145.301319
567,PHE/BRUNT/WHITESIDE,INT,CAR,-38.056442,145.389402
568,PAPERBARK NR HAWTHORN,POS,CAS,-37.995262,145.240648
569,STH GIPPS'D HWY/MCDOWALL/COMMERCIAL,INT,CAS,-38.042643,145.252243
570, CRANBOURNE-FRANKSTON/HALL,INT,CAS,-38.109887,145.252855
571,BLACKBURN/THE PINES SHOPPING ACCESS,INT,MAN,-37.760066,145.167176
572,WARBURTON/HEALESVILLE-KOO WEE RUP,INT,YRG,-37.780306,145.531404
573,WARBURTON HWY NR DON,POS,YRG,-37.775568,145.584218
574,EASTERN FWY/MIDDLEBOROUGH,INT,WTH,-37.798855,145.142165
575,EASTERN FWY/BLACKBURN,INT,WTH,-37.801863,145.159502
576,SPRINGVALE/EASTERN FWY/EASTLINK,INT,MAN,-37.804645,145.178065
577,BURWOOD HWY/HOLLAND/K-MART ENT,INT,WTH,-37.852324,145.148705
578,BURWOOD HWY NR HIGHVIEW,POS,WTH,-37.852027,145.146441
579,BURWOOD HWY NR CROW,POS,WTH,-37.851746,145.137583
580,HIGHBURY NR NARMARA,POS,WTH,-37.858262,145.137746
581,MIDDLEBOROUGH/SPRINGFIELD,INT,WTH,-37.809144,145.140558
582,MITCHAM NR ORIENT,POS,WTH,-37.82766,145.1946
583,SPRINGFIELD NR SELWYN,POS,WTH,-37.809442,145.143298
584,SPRINGFIELD NR MARDION,POS,WTH,-37.812465,145.170596
585,SURREY/SPRINGFIELD,INT,WTH,-37.811038,145.157702
586,SPRINGFIELD/WILLIAMS,INT,WTH,-37.810353,145.15165
587,SURREY NR JUNCTION,POS,WTH,-37.806674,145.158567
589,SPRINGFIELD NR PRIMROSE ST,POS,WTH,-37.810022,145.148636
590,MITCHAM/PARK,INT,MAN,-37.80372,145.189688
591,STH GIPPS'D HWY NR LYALL,POS,CAS,-38.213738,145.38121
592,MANNINGHAM/MACEDON,INT,MAN,-37.773446,145.112199
594,MONASH FWY/NARRE WARREN NTH,INT,CAS,-38.018147,145.308532
595,GREENS/SOUTH PARK DEVELOPMENT ACCESS,INT,DAN,-38.013016,145.201757
596,MITCHAM/PREMIER/REDLAND,INT,WTH,-37.830613,145.19485
597,PRINCES HWY/ARMY,INT,CAR,-38.068226,145.496972
598,PHE/VICTOR,INT,CAS,-38.027149,145.31265
599,PHE/PROGRESS,INT,CAS,-38.001857,145.236765
600,PHE/FITZGERALD/HINRICHSEN,INT,CAS,-38.00879,145.278561
601,PHE/TINKS,INT,CAS,-38.014406,145.290167
602,PHE/HARMER/WEDGEWOOD,INT,CAS,-38.004339,145.25756
604,PHE/NARRE WARREN-CRANBOURNE,INT,CAS,-38.026231,145.306729
605,HEATHERTON/POWER,INT,CAS,-37.973073,145.242283
606,POWER/PAPERBARK/BOX,INT,CAS,-37.995086,145.23803
607,HEATHERTON/MATTHEW FLINDERS,INT,CAS,-37.97496,145.258123
608,PHE/PAKENHAM/DUNCAN,INT,CAR,-38.066381,145.467174
609,PHE NR DEVENEY,POS,CAR,-38.071534,145.481405
610,PHE/TIVENDALE,INT,CAR,-38.059977,145.409127
611,PHE/HOGS BREATH/GMH ENT,INT,CAS,-38.003072,145.247075
612,PHE/MANSFIELD,INT,CAS,-38.028956,145.327998
613,HEATHERTON/HANNA/FAWKNER,INT,CAS,-37.976455,145.270594
614,MONASH/HEATHERTON (NB RAMPS),INT,CAS,-37.972445,145.235991
615,MONASH/HEATHERTON (SB RAMPS),INT,CAS,-37.972736,145.239111
616,POWER NR ACER,POS,CAS,-37.985206,145.239892
617,HALL/CADLES,INT,FRA,-38.10094,145.184406
618,PRINCES FWY/CLYDE (NTH) EXIT,INT,CAS,-38.043997,145.341466
619,PRINCES FWY/CLYDE (STH) EXIT,INT,CAS,-38.045795,145.341123
620,FRANKSTON-DANDENONG/THOMPSONS,INT,DAN,-38.072144,145.194728
621,DANDENONG VALLEY/MONTEREY/ELLIOTT,INT,DAN,-38.023782,145.213508
622,HULL NR MARION,POS,MRH,-37.790693,145.307455
623,DORSET/EASTFIELD,INT,MRH,-37.813395,145.288115
624,BAYSWATER/CENTRAL,INT,MRH,-37.818167,145.26913
625,BAYSWATER NR BELMONT,POS,MRH,-37.814606,145.269328
626,BAYSWATER/EASTFIELD,INT,MRH,-37.810515,145.269561
627,CROYDON NR SURREY,POS,MRH,-37.789712,145.282564
628,DORSET/HULL/HEWISH,INT,MRH,-37.797165,145.290346
629,DORSET/MT DANDENONG,INT,MRH,-37.799703,145.289804
630,DORSET NR DUMOSA,POS,MRH,-37.810203,145.28822
631,DORSET/CANTERBURY,INT,MRH,-37.826034,145.287587
632,HULL NR RUSKIN,POS,MRH,-37.794688,145.297182
633,DORSET/LINCOLN (SOUTH),INT,MRH,-37.787867,145.292169
634,MT DANDENONG/BAYSWATER/WICKLOW  ,INT,MRH,-37.800823,145.272628
635,MT DANDENONG/BAYSWATER/WICKLOW  ,INT,MRH,-37.800956,145.274014
636,MT DANDENONG NR ANZAC,POS,MRH,-37.799065,145.279534
637,MT DANDENONG/CIVIC,INT,MRH,-37.798822,145.282522
638,MT DANDENONG NR RUSKIN,POS,MRH,-37.800441,145.296203
639,MT DANDENONG/COLCHESTER,INT,MRH,-37.801732,145.308049
640,MT DANDENONG/MAIN,INT,MRH,-37.798736,145.280554
641,DORSET/LINCOLN (NORTH),INT,MRH,-37.786813,145.292376
642,CLOW NR ARATULA,POS,DAN,-37.985888,145.223219
643,GLADSTONE NR JANICE,POS,DAN,-37.970895,145.204657
644,CHANDLER NR ISAAC,POS,DAN,-37.984984,145.183712
645,BENNET/JONES/RAILWAY,INT,DAN,-37.983896,145.200402
646,STUD/CLOW,INT,DAN,-37.985598,145.220653
647,WALKER NR MCCRAE,POS,DAN,-37.987014,145.216537
648,MCCRAE/FOSTER,INT,DAN,-37.988622,145.218049
649,WALKER/THOMAS,INT,DAN,-37.988223,145.212636
650,CHELTENHAM/FOSTER/THOMAS,INT,DAN,-37.99014,145.212897
651,CHELTENHAM/HAMMOND,INT,DAN,-37.991456,145.210189
652,FOSTER NR RUDDUCK,POS,DAN,-37.986176,145.220555
653,GLADSTONE NR GLADSVILLE,POS,DAN,-37.957687,145.207132
654,GLADSTONE NR O'MALLEYS,POS,DAN,-37.964798,145.205807
655,HAMMOND/KIRKHAM,INT,DAN,-37.998757,145.208776
656,HEATHERTON/CHANDLER,INT,DAN,-37.966651,145.1872
657,HEATHERTON/GLADSTONE,INT,DAN,-37.968867,145.20505
658,JACKSONS NR JUSTIN,POS,DAN,-37.948414,145.192021
659,POLICE/JACKSONS,INT,MSH,-37.9376,145.192495
660,STUD RD / HERBERT ST,INT,DAN,-37.98113,145.221503
661,STUD/HEATHERTON,INT,DAN,-37.971028,145.223471
662,STUD/BRADY,INT,DAN,-37.955694,145.226217
663,HEATHERTON/JAMES,INT,DAN,-37.969597,145.21118
664,FRANKSTON-DANDENONG/GREENS,INT,DAN,-38.014606,145.215317
665,HAMMOND/GREENS,INT,DAN,-38.013502,145.205776
666,JACKSONS NR AHERN,POS,DAN,-37.943158,145.192174
667,HAMMOND/WEBSTER,INT,DAN,-37.994334,145.209639
668,CHELTENHAM/BENNET,INT,DAN,-37.990931,145.198743
669,CLOW/WALKER,INT,DAN,-37.985438,145.219233
670,CHELTENHAM/CHANDLER,INT,DAN,-37.995075,145.18173
671,STUD/DAVID,INT,DAN,-37.977699,145.222148
672,BRADY NR SHALIMAR,FLASH PX,DAN,-37.954044,145.212541
674,PHE (LONSDALE)/SCOTT/LANGHORNE,INT,DAN,-37.986334,145.214211
676,GLADSTONE/BRADY,INT,DAN,-37.953481,145.207915
677,HIGH NR MAYFAIR,POS,MAN,-37.766844,145.119354
678,HIGH/MANNINGHAM,INT,MAN,-37.773876,145.114272
679,JAMES NR ANDERSON,POS,MAN,-37.756844,145.129176
680,MANNINGHAM/THOMPSONS,INT,MAN,-37.770522,145.099112
681,FOOTE/HIGH,INT,MAN,-37.757822,145.118536
682,MANNINGHAM/GRANT OLSEN,INT,MAN,-37.767113,145.092674
684,MANNINGHAM NR DERRECK,POS,MAN,-37.766404,145.090355
685,TEMPLESTOWE/SHEAHANS,INT,MAN,-37.755511,145.093808
686,MANNINGHAM/BULLEEN,INT,MAN,-37.762284,145.083328
687,WILLIAMSONS/GEORGE,INT,MAN,-37.777706,145.124451
688,THOMPSONS NR BARAK,POS,MAN,-37.777071,145.085982
689,THOMPSONS NR FULLER,POS,MAN,-37.774871,145.09223
690,THOMPSONS NR JEFFREY,POS,MAN,-37.767269,145.10489
691,WILLIAMSONS/LYNNWOOD/KING,INT,MAN,-37.769974,145.129597
692,VICTORIA/GEORGE,INT,MAN,-37.780353,145.144801
693,THOMPSONS NR WARATAH,POS,MAN,-37.761271,145.111696
694,WARRANDYTE NR MELBOURNE HILL,POS,MAN,-37.746861,145.207026
695,YARRA NR WHIPSTICK,POS,MAN,-37.738986,145.217625
696,WETHERBY NR ROSS,POS,MAN,-37.790937,145.143021
697,FOOTE NR ELISA,POS,MAN,-37.759055,145.128681
698,BLACKBURN/REYNOLDS,INT,MAN,-37.763504,145.166564
700,WILLIAMSONS/FOOTE,INT,MAN,-37.759613,145.13391
701,HALL/LYREBIRD,INT,FRA,-38.10135,145.187738
702,DANDENONG-FRANKSTON/EXCELSIOR,INT,FRA,-38.113946,145.15563
703,REYNOLDS/THE PINES SHOPPING CENTRE,INT,MAN,-37.763752,145.168816
704,REYNOLDS/ANDERSON CREEK,INT,MAN,-37.764246,145.172604
705,MANNINGHAM/AYR,INT,MAN,-37.772417,145.104749
706,HIGH/LYNNWOOD,INT,MAN,-37.767988,145.118522
707,WARRANDYTE - RINGWOOD/FALCONER,INT,MAN,-37.769459,145.23038
708,BLACKBURN/ANDERSON CREEK,INT,MAN,-37.777681,145.164007
709,EASTERN FWY RAMP/THOMPSONS,INT,MAN,-37.778526,145.083262
710,STUD/MONASH FWY RAMPS (NORTH),INT,DAN,-37.956922,145.225975
711,MAIN/WATTLETREE/PARK WEST,INT,NBK,-37.704178,145.154001
712,MAIN/BOLTON,INT,BAN,-37.732098,145.134908
713,MAIN/DIAMOND/CECIL,INT,NBK,-37.711897,145.149014
714,MAIN/DUDLEY,INT,NBK,-37.715293,145.148
715,MAIN/BRIDGE - ELTHAM,INT,NBK,-37.719009,145.146156
716,MAIN NR PROSPERITY,POS,BAN,-37.726006,145.115208
717,MAIN NR PRYOR,POS,NBK,-37.71412,145.148439
718,MAIN/PANORAMA/GRAND,INT,BAN,-37.725824,145.123933
719,MAIN/PARA,INT,BAN,-37.72702,145.113583
720,PARA NR DOBSON,POS,BAN,-37.713717,145.114994
721,MOUNTAIN VIEW/SHERBOURNE,INT,BAN,-37.70948,145.120125
723,BURWOOD HWY/STATION,INT,KNO,-37.8887,145.2912
724,SHERBOURNE NR OUTLOOK,POS,BAN,-37.710451,145.128576
725,FITZSIMONS LANE / PORTER ST / WILLIAMSONS RD,INT,MAN,-37.752557,145.135019
727,GREENS/LANYON,INT,DAN,-38.015383,145.221773
728,DAVEY/YOUNG,INT,FRA,-38.146313,145.122382
729,FRANKSTON-DANDENONG/KLAUER,INT,FRA,-38.119816,145.146941
730,BEACH/YOUNG/DANDENONG,INT,FRA,-38.141345,145.12656
731,CRANBOURNE/MOOROODUC/FRANKSTON FWY,INT,FRA,-38.146676,145.13573
732,MT ELIZA NR DAVIES,FLASH PX,MRP,-38.182916,145.090523
733,FRANKSTON-DANDENONG/SEAFORD/BALLARTO,INT,FRA,-38.112736,145.157428
734,FRANK-DAND NR BAWDEN,POS,FRA,-38.09143,145.179028
735,FRANKSTON-DANDENONG/SKYE/OVERTON/WELLS,INT,FRA,-38.130185,145.131887
737,MOOROODUC/GOLF LINKS/TOWERHILL,INT,FRA,-38.163557,145.13659
738,FRANK-FLIND/MCMAHONS(MOOROODUC/HASTINGS),INT,FRA,-38.15361,145.133769
739,RAILWAY/STATION/MCKENZIE,INT,FRA,-38.103451,145.128437
740,WELLS NR MCCULLOCH,POS,FRA,-38.121669,145.135069
741,YOUNG / STATION,INT,FRA,-38.143126,145.125544
742,SEAFORD/HARTNETT,INT,FRA,-38.110057,145.142364
743,MOOROODUC HWY/HEATHERHILL,INT,FRA,-38.15754,145.134655
744,CRANBOURNE/MCCLELLAND,INT,FRA,-38.156339,145.170676
745,DAVEY/BAXTER/HASTINGS,INT,FRA,-38.147316,145.124698
746,CRANBOURNE NR WATTLE TREE,POS,FRA,-38.152783,145.157139
747,CRANBOURNE/KARINGAL HUB ENT,INT,FRA,-38.155035,145.165509
748,FLETCHER/BEACH/RAILWAY,INT,FRA,-38.141608,145.127528
749,FRANKSTON-DANDENONG/O'GRADYS,INT,FRA,-38.105298,145.167626
750,CRANBOURNE/PLAYNE,INT,FRA,-38.146284,145.125425
751,BEACH/MCMAHONS,INT,FRA,-38.144147,145.136814
752,FRANKSTON-DANDENONG/LATHAMS/HALL,INT,FRA,-38.099444,145.172498
753,SEAFORD/RAILWAY/FORTESCUE,INT,FRA,-38.110545,145.130797
754,GREENS/KITCHEN,INT,DAN,-38.015873,145.225848
755,MOOROODUC HWY NR RAIL CROSSING,POS,FRA,-38.149913,145.134358
756,MOOROODUC HWY/ROBINSONS,INT,FRA,-38.173728,145.13925
757,YOUNG NR WELLS,FLASH PX,FRA,-38.144022,145.125142
758,FRANKSTON-FLINDERS NR ERAMOSA,FLASH PX,MRP,-38.223599,145.175398
760,ERAMOSA NR FRANKSTON-FLINDERS,FLASH PX,MRP,-38.223799,145.176877
761,BALLARTO/MCCLELLAND,INT,FRA,-38.116859,145.191519
762,HIGH NR VICTORIA & KING,FLASH PX,MRP,-38.30771,145.190488
763,MARINE/BARCLAY,INT,MRP,-38.290123,145.190702
764,BURWOOD/GLENFERN,INT,KNO,-37.888618,145.287503
765,FERNTREE GULLY/LYNTON/JANINE,INT,KNO,-37.899176,145.230325
766,MOUNTAIN HWY/JERSEY,INT,KNO,-37.837995,145.280187
767,DORSET/CHANDLER,INT,KNO,-37.859784,145.285772
768,ALBERT NR BAMBURY,POS,KNO,-37.858333,145.294746
770,DORSET NR ELSIE,POS,KNO,-37.857374,145.285911
771,DORSET NR LUPTON,POS,KNO,-37.861029,145.285699
772,DORSET NR ALMA,POS,KNO,-37.880533,145.284582
773,MOUNTAIN HWY/HAROLD,INT,KNO,-37.85245,145.221681
774,MOUNTAIN HWY/WANTIRNA,INT,KNO,-37.848907,145.22715
775,MOUNTAIN HWY/BORONIA,INT,KNO,-37.847912,145.228749
776,MOUNTAIN HWY NR RACHELLE,POS,KNO,-37.846151,145.236183
777,MOUNTAIN HWY/SCORESBY/BAYSWA,INT,KNO,-37.838625,145.271083
778,MOUNTAIN HWY/DORSET,INT,KNO,-37.837521,145.287008
779,SCORESBY NR APPLEGUM,POS,KNO,-37.872831,145.259484
780,SCORESBY NR VICTORIA,POS,KNO,-37.853961,145.268344
781,STUD/GEORGE,INT,KNO,-37.889045,145.233002
782,STUD/AVALON,INT,KNO,-37.922747,145.234024
783,STUD/COLEMAN/HAROLD,INT,KNO,-37.861023,145.239406
784,STUD/WELLINGTON,INT,KNO,-37.92801,145.233067
785,STUD/HIGH ST RD,INT,KNO,-37.876965,145.232929
786,STUD/KELLETTS,INT,KNO,-37.910697,145.236439
787,LYSTERFIELD/NAPOLEON/GLENFERN,INT,KNO,-37.900346,145.294523
788,SCORESBY/POWER/STATION,INT,KNO,-37.844732,145.270067
789,WELLINGTON/NAPOLEON,INT,KNO,-37.928796,145.265149
790,MOUNTAIN HWY/STUD,INT,KNO,-37.843381,145.248547
791,MOUNTAIN HWY/HIGH/VALENTINE,INT,KNO,-37.841268,145.265037
792,SCORESBY NR ORANGE,POS,KNO,-37.848152,145.269433
793,WANTIRNA NR SELKIRK,POS,KNO,-37.84182,145.22735
794,MOUNTAIN HWY NR VIOLEN,POS,KNO,-37.842185,145.258524
795,STUD/LAKEVIEW/FULHAM,INT,KNO,-37.91757,145.235068
796,FERNTREE GULLY/CARIBBEAN/NYADALE,INT,KNO,-37.900647,145.219632
797,DORSET NR WES,POS,KNO,-37.883635,145.284409
798,WELLINGTON/CORPORATE/JAYDEE,INT,KNO,-37.926444,145.220178
799,STUD/HARCREST BLVD,INT,KNO,-37.882305,145.232929
800,KELLETTS/ST LAWRANCE WAY.,INT,KNO,-37.913201,145.257682
801,STUD/STUD PARK SHOPPING CENTRE,INT,KNO,-37.919191,145.234715
802,FULHAM/PEPPERTREE HILL RETIREMENT VILLAG,INT,KNO,-37.918628,145.238546
803,WELLINGTON/TAYLORS,INT,KNO,-37.92655,145.244149
804,SWANSEA/ CAMBRIDGE ,INT,YRG,-37.805882,145.353043
805,GEORGE/CHURCH,INT,MAN,-37.779417,145.13922
806,DORSET/LANDSCAPE,INT,KNO,-37.845542,145.286579
807,DORSET/FRANCIS,INT,KNO,-37.876553,145.284802
808,GLADSTONE/OUTLOOK,INT,DAN,-37.940198,145.210477
809,BRICE NR GEORGE & BATHURST,POS,YRG,-37.785356,145.314267
810,BRICE NR STATION,POS,YRG,-37.785137,145.312468
811,DURHAM NR ANITA,POS,YRG,-37.802079,145.31619
812,HUTCHINSON/JOHN,INT,YRG,-37.758442,145.347913
814,MT DANDENONG NR LILYDALE-MON,POS,YRG,-37.810355,145.343284
815,MT DANDENONG/DURHAM/LIVERPOOL,INT,YRG,-37.802823,145.315306
817,WRAY NR STATION,POS,YRG,-37.78565,145.378812
818,HULL NR REAY,POS,YRG,-37.787545,145.314355
819,WRAY NR YORK,FLASH PX,YRG,-37.786456,145.379546
820,MONBULK/CLEGG,INT,YRG,-37.79001,145.387896
821,FRANKSTON-FLINDERS/STONY POINT,INT,MRP,-38.329134,145.182926
822,WARBURTON HWY/ BELL RD / LINK RD,INT,YRG,-37.777465,145.460136
823,WARBURTON NR SEBIRE,POS,YRG,-37.781148,145.430497
824,KELLETTS/TAYLORS,INT,KNO,-37.911903,145.247017
825,BURWOOD HWY NR KELVIN,POS,KNO,-37.881694,145.274072
827,FERNTREE GULLY/WINDERMERE,INT,KNO,-37.888468,145.262922
833,POINT NEPEAN NR SIXTH,POS,MRP,-38.356586,144.900759
834,POINT NEPEAN/MARINE,INT,MRP,-38.328248,144.974876
836,CANADIAN BAY/MT ELIZA WAY,INT,MRP,-38.183711,145.089264
837,MT ELIZA WAY NR CANADIAN BAY,FLASH PX,MRP,-38.183711,145.089264
838,RAILWAY NR BLACKBURN,FLASH PX,WTH,-37.819731,145.152766
839,RAILWAY NR STATION,FLASH PX,WTH,-37.819839,145.150174
840,SOUTH NR MAIN,FLASH PX,WTH,-37.820587,145.15012
841,CANTERBURY NR BRANKSOME,POS,WTH,-37.831147,145.142411
842,CANTERBURY NR ORCHARD,POS,WTH,-37.831713,145.14712
843,CANTERBURY/PACIFIC WAY,INT,WTH,-37.833678,145.163167
844,CANTERBURY/BLACKBURN,INT,WTH,-37.832829,145.156616
845,CANTERBURY/GLEBE,INT,WTH,-37.833815,145.164263
846,CANTERBURY/MAHONEYS,INT,WTH,-37.834097,145.166518
847,CANTERBURY NR BRENTFORD,POS,WTH,-37.835975,145.182797
848,CANTERBURY/STEVENS,INT,WTH,-37.83627,145.185177
849,CANTERBURY/MITCHAM/BORONIA,INT,WTH,-37.836096,145.195312
850,CANTERBURY NR ANDREW,POS,WTH,-37.833629,145.207453
851,CANTERBURY/HEATHERDALE,INT,WTH,-37.832388,145.213352
852,WONGA NR TORTICE,POS,MRH,-37.787614,145.247935
853,CANTERBURY/WANTIRNA,INT,MRH,-37.832384,145.227352
854,CANTERBURY NR ALLENS,POS,MRH,-37.828366,145.246152
855,CANTERBURY/HEATHMONT,INT,MRH,-37.829799,145.244803
856,MAHONEYS NR CANTERBURY,POS,WTH,-37.835453,145.16633
857,CANTERBURY/BEDFORD/ARINGA,INT,MRH,-37.825155,145.251692
858,CANTERBURY RD/ ARMSTRONG RD,INT,MRH,-37.826591,145.257174
859,CANTERBURY/GATWICK,INT,MRH,-37.82362,145.296565
860,CANTERBURY/BAYSWATER,INT,MRH,-37.832267,145.26931
861,CANTERBURY NR BALFOUR,POS,MRH,-37.83236,145.239778
862,WONGA NR GRAEME,POS,MRH,-37.796326,145.238701
863,CANTERBURY/COLCHESTER,INT,MRH,-37.821538,145.304287
864,CANTERBURY/LIVERPOOL,INT,YRG,-37.818176,145.316818
865,CANTERBURY/ROOKS,INT,WTH,-37.836655,145.18828
866,RINGWOOD/EASTLAND SHOP,INT,MRH,-37.812319,145.227347
867,RINGWOOD BYPASS/WARRANDYTE,INT,MRH,-37.810638,145.230657
868,BURWOOD HWY/MT DANDENONG TOURIST,INT,KNO,-37.892697,145.315882
869,RINGWOOD/RINGWOOD BYPASS,INT,MRH,-37.810624,145.227317
870,STATION NR CARRUM RAIL STATION,FLASH PX,KIN,-38.075428,145.122886
871,CANTERBURY/TERRARA,INT,WTH,-37.836991,145.191034
873,WELLINGTON/SILKWOOD/BRAEBURN ,INT,KNO,-37.927238,145.251832
874,HIGH NR MOUNTAIN HWY,FLASH PX,KNO,-37.841919,145.265624
875,HIGH NR PINE,FLASH PX,KNO,-37.841919,145.265624
876,STATION NR PINE,FLASH PX,KNO,-37.842064,145.267502
877,CHANDLER NR FLORISTON,FLASH PX,KNO,-37.859996,145.287917
879,POINT NEPEAN NR CAPEL,POS,MRP,-38.363632,144.876275
881,WELLINGTON/PIONEER ACCESS,INT,KNO,-37.928423,145.262076
882,MOUNTAIN HWY NR FOREST,FLASH PX,KNO,-37.85545,145.31553
883,FOREST NR CONYERS,FLASH PX,KNO,-37.856447,145.31485
884,MOUNTAIN HWY NR RAILWAY,POS,KNO,-37.840652,145.266466
886,MAROONDAH NR RYLAND,POS,MRH,-37.789989,145.266234
887,CROYDON/LINCOLN (SEE SITE NO. 137),INT,MRH,-37.783648,145.283993
888,WHITEHORSE/OLIVER,INT,MRH,-37.809923,145.238988
889,BAYSWATER NR GLEN PARK,POS,MRH,-37.834534,145.270549
890,COLCHESTER NR COLLIER,POS,MRH,-37.832955,145.302181
891,WARRANDYTE/EASTLAND NORTH ACCESS (Entrance 7),INT,MRH,-37.812698,145.230778
892,WARRANDYTE/WONGA,INT,MRH,-37.800368,145.234534
893,CANTERBURY/CADBURY SCHWEPPES ENTRANCE,INT,MRH,-37.832385,145.220042
895,WANTIRNA/STATION,INT,MRH,-37.817203,145.227281
896,RINGWOOD/BOND,INT,MRH,-37.814008,145.227352
897,BEDFORD/WARRANDYTE,INT,MRH,-37.815809,145.231373
898,STATION NR KENDALL,POS,MRH,-37.816018,145.229784
899,RAILWAY NR LOIS,FLASH PX,MRH,-37.811466,145.252208
900,MT DANDENONG/OLD LILYDALE/MIRABEL,INT,MRH,-37.80498,145.255028
901,MT DANDENONG/DUBLIN,INT,MRH,-37.809339,145.247532
902,RAILWAY NR STANLEY,POS,MRH,-37.812202,145.2503
904,BEDFORD NR LENA,POS,MRH,-37.817132,145.239911
905,BEDFORD NR TAGGELL,POS,MRH,-37.819137,145.243685
906,WANTIRNA NR DAISY,POS,MRH,-37.828202,145.227177
907,WANTIRNA NR ELLISON,POS,MRH,-37.820469,145.227316
908,WARRANDYTE NR OBAN/MELVIEW/DICKSON,POS,MRH,-37.794752,145.235317
910,WARRANDYTE/LOUGHNAN,INT,MRH,-37.804538,145.230297
911,LOUGHNAN/MONTALBO,INT,MRH,-37.808877,145.218618
912,WARRANDYTE NR POWRIE,POS,MRH,-37.793315,145.235453
913,RINGWOOD/LOUGHNANS,INT,MRH,-37.805571,145.227312
914,BEDFORD/DUBLIN,INT,MRH,-37.821186,145.247549
915,WANTIRNA NR KIRK,POS,MRH,-37.821638,145.227317
